start_date,neparea_km2,neparea_perc,eezarea_km2,eezarea_perc,nsbarea_km2,nsbarea_perc,ssbarea_km2,ssbarea_perc,oparea_km2,oparea_perc
2024-01-30,3543860,17.2,60940,13.9,42370,45.8,1030,3.7,17030,5.4
2024-01-31,3301580,16,88420,20.1,52760,57,3600,13.1,27550,8.8
2024-02-01,3054120,14.8,112890,25.7,68710,74.2,7690,28,30980,9.9
2024-02-02,2928620,14.2,152320,34.7,72630,78.4,25390,92.6,48780,15.6
2024-02-03,2729310,13.3,172910,39.3,74140,80.1,22880,83.4,69870,22.3
2024-02-04,2484380,12.1,164370,37.4,68940,74.4,22890,83.5,67020,21.4
2024-02-05,2344910,11.4,149860,34.1,66470,71.8,23910,87.2,57470,18.3
2024-02-06,2519810,12.2,155630,35.4,66020,71.3,20370,74.2,68750,21.9
2024-02-07,2300850,11.2,138580,31.5,42880,46.3,23410,85.3,71790,22.9
2024-02-08,2469100,12,124350,28.3,27480,29.7,22910,83.5,73980,23.6
2024-02-09,2660390,12.9,63510,14.4,12610,13.6,15340,55.9,35570,11.3
2024-02-10,2600690,12.6,51570,11.7,4810,5.2,14320,52.2,32460,10.4
2024-02-11,2697670,13.1,101840,23.2,16550,17.9,24880,90.7,60430,19.3
2024-02-12,2753460,13.4,110880,25.2,18960,20.5,21830,79.6,70110,22.4
2024-02-13,2744720,13.3,133730,30.4,32550,35.1,21820,79.5,79390,25.3
2024-02-14,2902640,14.1,163650,37.2,52410,56.6,17260,62.9,94000,30
2024-02-15,2791990,13.6,185680,42.2,70430,76.1,11160,40.7,104090,33.2
2024-02-16,2374740,11.5,142600,32.4,54370,58.7,10640,38.8,77600,24.8
2024-02-17,2071030,10.1,84320,19.2,33270,35.9,14210,51.8,36850,11.8
2024-02-18,2005890,9.7,25260,5.7,5630,6.1,2520,9.2,17130,5.5
2024-02-19,2056610,10,51380,11.7,19710,21.3,2010,7.3,29670,9.5
2024-02-20,2038980,9.9,79240,18,34420,37.2,7120,26,37720,12
2024-02-21,2083240,10.1,77020,17.5,34920,37.7,6060,22.1,36050,11.5
2024-02-22,2289690,11.1,97360,22.2,34820,37.6,14240,51.9,47790,15.2
2024-02-23,2539800,12.3,97520,22.2,36230,39.1,12200,44.5,49110,15.7
2024-02-24,2824970,13.7,98810,22.5,37840,40.9,10140,37,50850,16.2
2024-02-25,3000650,14.6,107310,24.4,43090,46.5,16280,59.4,47440,15.1
2024-02-26,2643500,12.8,90570,20.6,35700,38.5,15280,55.7,39090,12.5
2024-02-27,2449210,11.9,34840,7.9,9200,9.9,10200,37.2,14440,4.6
2024-02-28,2374080,11.5,20540,4.7,6850,7.4,3570,13,9620,3.1
2024-02-29,2561010,12.4,14650,3.3,5420,5.8,510,1.9,8720,2.8
2024-03-01,2655650,12.9,12270,2.8,5910,6.4,0,0,6370,2
2024-03-02,2631510,12.8,6760,1.5,3920,4.2,0,0,2840,0.9
2024-03-03,2893840,14.1,20550,4.7,6870,7.4,1540,5.6,12150,3.9
2024-03-04,3243690,15.8,20090,4.6,5400,5.8,1540,5.6,13150,4.2
2024-03-05,3488690,16.9,6570,1.5,500,0.5,0,0,6080,1.9
2024-03-06,3293280,16,4110,0.9,0,0,0,0,4110,1.3
2024-03-07,2947770,14.3,1950,0.4,0,0,0,0,1950,0.6
2024-03-08,2874410,14,0,0,0,0,0,0,0,0
2024-03-09,2975450,14.5,0,0,0,0,0,0,0,0
2024-03-10,3164670,15.4,0,0,0,0,0,0,0,0
2024-03-11,3322670,16.1,0,0,0,0,0,0,0,0
2024-03-12,3291790,16,0,0,0,0,0,0,0,0
2024-03-13,3078180,15,0,0,0,0,0,0,0,0
2024-03-14,2777340,13.5,0,0,0,0,0,0,0,0
2024-03-15,2518260,12.2,6430,1.5,2950,3.2,1030,3.7,2460,0.8
2024-03-16,2570180,12.5,78400,17.8,29030,31.3,20360,74.2,29010,9.3
2024-03-17,2323240,11.3,88430,20.1,36840,39.8,24920,90.9,22660,7.2
2024-03-18,1984110,9.6,82420,18.8,32950,35.6,24400,89,20040,6.4
2024-03-19,1974480,9.6,77530,17.6,30520,33,24920,90.8,17070,5.4
2024-03-20,2260320,11,94000,21.4,39870,43,21410,78.1,27700,8.8
2024-03-21,2472680,12,117880,26.8,60660,65.5,14260,52,36930,11.8
2024-03-22,2673630,13,147360,33.5,78120,84.4,10210,37.2,54020,17.2
2024-03-23,2691320,13.1,202330,46,88860,95.9,20300,74,87160,27.8
2024-03-24,2477420,12,209150,47.6,87950,95,23850,86.9,91330,29.1
2024-03-25,2538460,12.3,211360,48.1,84720,91.5,24360,88.8,96260,30.7
2024-03-26,2547500,12.4,211790,48.2,81540,88,25380,92.5,98850,31.5
2024-03-27,2325350,11.3,204160,46.5,76380,82.5,25380,92.5,96380,30.7
2024-03-28,2363060,11.5,194080,44.2,77320,83.5,25890,94.4,87380,27.9
2024-03-29,2533800,12.3,191570,43.6,82840,89.4,24860,90.6,81380,26
2024-03-30,2734040,13.3,143870,32.7,63400,68.5,20790,75.8,59700,19
2024-03-31,2630170,12.8,130270,29.6,60140,64.9,16230,59.2,53910,17.2
2024-04-01,2464600,12,94390,21.5,43930,47.4,16730,61,33740,10.8
2024-04-02,2430820,11.8,98140,22.3,43760,47.2,16770,61.1,37630,12
2024-04-03,2413570,11.7,104250,23.7,41440,44.7,18290,66.7,44530,14.2
2024-04-04,2245830,10.9,95470,21.7,33890,36.6,19810,72.2,41780,13.3
2024-04-05,2018510,9.8,61280,13.9,19780,21.4,20310,74.1,21200,6.8
2024-04-06,2060720,10,12040,2.7,0,0,6640,24.2,5410,1.7
2024-04-07,2320930,11.3,1980,0.5,0,0,0,0,1980,0.6
2024-04-08,2288410,11.1,1510,0.3,0,0,0,0,1510,0.5
2024-04-09,2211630,10.7,2960,0.7,0,0,0,0,2960,0.9
2024-04-10,2200170,10.7,3810,0.9,0,0,0,0,3810,1.2
2024-04-11,2080720,10.1,11630,2.6,0,0,0,0,11630,3.7
2024-04-12,1848960,9,24470,5.6,1420,1.5,0,0,23050,7.4
2024-04-13,1690960,8.2,18130,4.1,1420,1.5,0,0,16710,5.3
2024-04-14,1738510,8.4,20580,4.7,940,1,0,0,19640,6.3
2024-04-15,1854230,9,14300,3.3,0,0,0,0,14300,4.6
2024-04-16,1839940,8.9,38160,8.7,9320,10.1,0,0,28860,9.2
2024-04-17,1712220,8.3,109150,24.8,33530,36.2,0,0,75630,24.1
2024-04-18,1776530,8.6,192810,43.9,67070,72.4,1520,5.5,124220,39.6
2024-04-19,1704360,8.3,220370,50.1,79520,85.9,3530,12.9,137330,43.8
2024-04-20,1634640,7.9,174030,39.6,77680,83.9,0,0,96350,30.7
2024-04-21,1547170,7.5,21780,5,5070,5.5,0,0,16710,5.3
2024-04-22,1528290,7.4,1900,0.4,0,0,0,0,1900,0.6
2024-04-23,1530280,7.4,3480,0.8,0,0,0,0,3480,1.1
2024-04-24,1559040,7.6,0,0,0,0,0,0,0,0
2024-04-25,1972320,9.6,11730,2.7,450,0.5,0,0,11280,3.6
2024-04-26,2372500,11.5,45250,10.3,24720,26.7,0,0,20530,6.6
2024-04-27,2722530,13.2,7410,1.7,3260,3.5,0,0,4160,1.3
2024-04-28,3281260,15.9,0,0,0,0,0,0,0,0
2024-04-29,3737200,18.2,4260,1,0,0,0,0,4260,1.4
2024-04-30,3846640,18.7,8590,2,0,0,0,0,8590,2.7
2024-05-01,4078380,19.8,19870,4.5,7490,8.1,0,0,12390,4
2024-05-02,4186290,20.3,68320,15.5,42530,45.9,0,0,25800,8.2
2024-05-03,4430090,21.5,73220,16.7,52510,56.7,0,0,20730,6.6
2024-05-04,4230360,20.5,42490,9.7,35880,38.7,0,0,6600,2.1
2024-05-05,4161000,20.2,48600,11.1,42000,45.3,0,0,6610,2.1
2024-05-06,4182490,20.3,28420,6.5,14110,15.2,0,0,14320,4.6
2024-05-07,4337360,21.1,9610,2.2,7240,7.8,0,0,2380,0.8
2024-05-08,4445010,21.6,3800,0.9,0,0,0,0,3800,1.2
2024-05-09,4154940,20.2,1430,0.3,0,0,0,0,1430,0.5
2024-05-10,3914270,19,17080,3.9,920,1,0,0,16160,5.2
2024-05-11,3758200,18.3,6290,1.4,1380,1.5,500,1.8,4410,1.4
2024-05-12,3755220,18.2,6400,1.5,0,0,0,0,6400,2
2024-05-13,3839050,18.6,16720,3.8,0,0,0,0,16720,5.3
2024-05-14,3810730,18.5,12380,2.8,0,0,0,0,12380,3.9
2024-05-15,3615660,17.6,18730,4.3,0,0,0,0,18730,6
2024-05-16,3402370,16.5,11410,2.6,0,0,0,0,11410,3.6
2024-05-17,3024650,14.7,0,0,0,0,0,0,0,0
2024-05-18,2979070,14.5,0,0,0,0,0,0,0,0
2024-05-19,3215750,15.6,0,0,0,0,0,0,0,0
2024-05-20,3474570,16.9,0,0,0,0,0,0,0,0
2024-05-21,3623570,17.6,0,0,0,0,0,0,0,0
2024-05-22,3943470,19.2,0,0,0,0,0,0,0,0
2024-05-23,4042290,19.6,1500,0.3,0,0,0,0,1500,0.5
2024-05-24,4132170,20.1,0,0,0,0,0,0,0,0
2024-05-25,4146600,20.1,0,0,0,0,0,0,0,0
2024-05-26,4180100,20.3,0,0,0,0,0,0,0,0
2024-05-27,4273170,20.8,0,0,0,0,0,0,0,0
2024-05-28,4260840,20.7,0,0,0,0,0,0,0,0
2024-05-29,4386270,21.3,0,0,0,0,0,0,0,0
2024-05-30,4526700,22,0,0,0,0,0,0,0,0
2024-05-31,4609900,22.4,0,0,0,0,0,0,0,0
2024-06-01,4526350,22,0,0,0,0,0,0,0,0
2024-06-02,4476320,21.7,0,0,0,0,0,0,0,0
2024-06-03,4699230,22.8,0,0,0,0,0,0,0,0
2024-06-04,4796850,23.3,0,0,0,0,0,0,0,0
2024-06-05,4745500,23,0,0,0,0,0,0,0,0
2024-06-06,4538350,22,0,0,0,0,0,0,0,0
2024-06-07,4087100,19.9,500,0.1,0,0,0,0,500,0.2
2024-06-08,3614600,17.6,0,0,0,0,0,0,0,0
2024-06-09,3381530,16.4,0,0,0,0,0,0,0,0
2024-06-10,3081660,15,0,0,0,0,0,0,0,0
2024-06-11,2810590,13.7,0,0,0,0,0,0,0,0
2024-06-12,2454380,11.9,0,0,0,0,0,0,0,0
2024-06-13,2118400,10.3,0,0,0,0,0,0,0,0
2024-06-14,2055210,10,0,0,0,0,0,0,0,0
2024-06-15,2052500,10,0,0,0,0,0,0,0,0
2024-06-16,1985560,9.6,0,0,0,0,0,0,0,0
2024-06-17,1915410,9.3,0,0,0,0,0,0,0,0
2024-06-18,2306030,11.2,2530,0.6,0,0,0,0,2530,0.8
2024-06-19,2771500,13.5,2530,0.6,0,0,0,0,2530,0.8
2024-06-20,2929270,14.2,0,0,0,0,0,0,0,0
2024-06-21,3295880,16,3090,0.7,0,0,0,0,3090,1
2024-06-22,3438620,16.7,0,0,0,0,0,0,0,0
2024-06-23,3626230,17.6,0,0,0,0,0,0,0,0
2024-06-24,3614410,17.6,0,0,0,0,0,0,0,0
2024-06-25,3242700,15.8,11930,2.7,0,0,0,0,11930,3.8
2024-06-26,2863580,13.9,35400,8.1,0,0,0,0,35400,11.3
2024-06-27,2921400,14.2,1530,0.3,0,0,0,0,1530,0.5
2024-06-28,3075180,14.9,0,0,0,0,0,0,0,0
2024-06-29,3501290,17,0,0,0,0,0,0,0,0
2024-06-30,3651030,17.7,0,0,0,0,0,0,0,0
2024-07-01,3425370,16.6,0,0,0,0,0,0,0,0
2024-07-02,3099110,15.1,0,0,0,0,0,0,0,0
2024-07-03,2906820,14.1,0,0,0,0,0,0,0,0
2024-07-04,2707470,13.2,3490,0.8,0,0,0,0,3490,1.1
2024-07-05,2593840,12.6,30050,6.8,0,0,0,0,30050,9.6
2024-07-06,3028370,14.7,51440,11.7,0,0,0,0,51440,16.4
2024-07-07,3227090,15.7,72230,16.4,0,0,0,0,72230,23
2024-07-08,3260070,15.8,74880,17,900,1,0,0,73980,23.6
2024-07-09,3496020,17,82800,18.8,0,0,0,0,82800,26.4
2024-07-10,3371170,16.4,73030,16.6,0,0,0,0,71520,22.8
2024-07-11,3245990,15.8,52470,11.9,0,0,0,0,51460,16.4
2024-07-12,3001460,14.6,26240,6,0,0,0,0,26240,8.4
2024-07-13,2680470,13,20430,4.6,7340,7.9,0,0,13110,4.2
2024-07-14,2591590,12.6,28110,6.4,15990,17.3,0,0,12130,3.9
2024-07-15,2687640,13.1,21950,5,12760,13.8,0,0,8690,2.8
2024-07-16,2855730,13.9,29330,6.7,9970,10.8,0,0,18860,6
2024-07-17,2992980,14.5,10990,2.5,6330,6.8,0,0,3650,1.2
2024-07-18,3473160,16.9,47740,10.9,6410,6.9,0,0,40820,13
2024-07-19,3721260,18.1,90520,20.6,15490,16.7,0,0,75040,23.9
2024-07-20,3925490,19.1,148410,33.8,28960,31.3,0,0,119470,38.1
2024-07-21,3776570,18.3,170340,38.8,36950,39.9,0,0,133410,42.6
2024-07-22,3435280,16.7,203910,46.4,47500,51.3,0,0,156420,49.9
2024-07-23,2952780,14.3,291560,66.3,69170,74.7,0,0,222410,71
2024-07-24,2586890,12.6,262900,59.8,47430,51.2,0,0,215470,68.7
2024-07-25,2047020,9.9,174570,39.7,13330,14.4,0,0,161240,51.4
2024-07-26,1678600,8.2,115640,26.3,5950,6.4,0,0,109700,35
2024-07-27,1361300,6.6,74200,16.9,1830,2,0,0,72380,23.1
2024-07-28,1194410,5.8,83080,18.9,1340,1.5,0,0,81740,26.1
2024-07-29,1050620,5.1,74760,17,5480,5.9,0,0,69290,22.1
2024-07-30,1164930,5.7,52230,11.9,3230,3.5,0,0,49000,15.6
2024-07-31,1600450,7.8,64030,14.6,6010,6.5,0,0,58030,18.5
2024-08-01,2318870,11.3,184350,41.9,23580,25.5,1010,3.7,159770,51
2024-08-02,2841170,13.8,239070,54.4,34380,37.1,12200,44.5,192500,61.4
2024-08-03,3661220,17.8,250380,57,35610,38.4,14740,53.7,200050,63.8
2024-08-04,4317860,21,201690,45.9,21100,22.8,15800,57.6,164300,52.4
2024-08-05,4645920,22.6,164630,37.5,15090,16.3,8190,29.8,140860,44.9
2024-08-06,4988590,24.2,158310,36,12470,13.5,11250,41,134610,42.9
2024-08-07,5078710,24.7,167030,38,12960,14,0,0,154070,49.2
2024-08-08,5161930,25.1,191230,43.5,21350,23.1,0,0,166880,53.2
2024-08-09,4930100,23.9,190900,43.4,20810,22.5,0,0,165080,52.7
2024-08-10,4743660,23,184230,41.9,23740,25.6,0,0,154970,49.4
2024-08-11,4340160,21.1,139350,31.7,13740,14.8,0,0,120580,38.5
2024-08-12,4035190,19.6,100920,23,10980,11.9,0,0,87420,27.9
2024-08-13,3842410,18.7,107820,24.5,4580,4.9,0,0,103250,32.9
2024-08-14,4274290,20.8,132610,30.2,2760,3,0,0,129850,41.4
2024-08-15,4290790,20.8,100410,22.8,2760,3,0,0,97670,31.2
2024-08-16,4198000,20.4,93640,21.3,3660,3.9,0,0,89990,28.7
2024-08-17,3984730,19.4,70600,16.1,7720,8.3,0,0,62890,20.1
2024-08-18,4137860,20.1,35400,8.1,12300,13.3,0,0,23110,7.4
2024-08-19,4737490,23,66090,15,11820,12.8,0,0,54270,17.3
2024-08-20,5190350,25.2,64670,14.7,6880,7.4,0,0,57800,18.4
2024-08-21,5717920,27.8,44110,10,3220,3.5,0,0,40390,12.9
2024-08-22,5644200,27.4,68090,15.5,4620,5,0,0,63480,20.3
2024-08-23,5525000,26.8,51340,11.7,3240,3.5,0,0,48110,15.3
2024-08-24,5752970,27.9,66700,15.2,2340,2.5,0,0,64370,20.5
2024-08-25,5633010,27.4,59290,13.5,6700,7.2,500,1.8,52100,16.6
2024-08-26,5652040,27.5,15460,3.5,2380,2.6,0,0,13090,4.2
2024-08-27,5483920,26.6,7630,1.7,1850,2,0,0,5790,1.8
2024-08-28,5126260,24.9,2330,0.5,1850,2,0,0,480,0.2
2024-08-29,4797840,23.3,1850,0.4,1850,2,0,0,0,0
2024-08-30,4591850,22.3,6630,1.5,3680,4,0,0,2940,0.9
2024-08-31,4446440,21.6,22650,5.2,7410,8,0,0,15240,4.9
2024-09-01,4426010,21.5,23630,5.4,12120,13.1,0,0,11520,3.7
2024-09-02,4436700,21.5,16290,3.7,7430,8,0,0,8870,2.8
2024-09-03,4609380,22.4,32960,7.5,6490,7,0,0,26480,8.4
2024-09-04,4930090,23.9,73880,16.8,12650,13.7,0,0,61240,19.5
2024-09-05,5141630,25,57370,13.1,12160,13.1,0,0,45210,14.4
2024-09-06,5340220,25.9,54100,12.3,20670,22.3,510,1.9,31410,10
2024-09-07,5511280,26.8,98830,22.5,35450,38.3,510,1.9,59360,18.9
2024-09-08,5793920,28.1,115400,26.3,33670,36.4,0,0,77730,24.8
2024-09-09,5779650,28.1,125750,28.6,25510,27.5,0,0,98720,31.5
2024-09-10,5614020,27.3,162700,37,30720,33.2,0,0,130460,41.6
2024-09-11,5489190,26.7,182840,41.6,27340,29.5,0,0,155000,49.4
2024-09-12,5560590,27,186010,42.3,31080,33.6,0,0,154940,49.4
2024-09-13,5770430,28,195730,44.5,31030,33.5,0,0,164710,52.5
2024-09-14,5762590,28,210770,48,32000,34.6,0,0,178770,57
2024-09-15,5752730,27.9,203400,46.3,33440,36.1,0,0,169970,54.2
2024-09-16,5775000,28,201090,45.8,33560,36.2,0,0,167540,53.4
2024-09-17,5947210,28.9,221950,50.5,31670,34.2,0,0,190290,60.7
2024-09-18,6106930,29.7,268910,61.2,34940,37.7,0,0,233980,74.6
2024-09-19,6043970,29.4,256210,58.3,27470,29.7,0,0,228740,73
2024-09-20,6186350,30,232750,53,24570,26.5,0,0,208190,66.4
2024-09-21,6188480,30.1,167610,38.1,23630,25.5,0,0,143980,45.9
2024-09-22,6170090,30,85350,19.4,24540,26.5,0,0,60810,19.4
2024-09-23,6207680,30.2,120980,27.5,33130,35.8,0,0,87860,28
2024-09-24,6243200,30.3,141410,32.2,12210,13.2,0,0,129200,41.2
2024-09-25,6300480,30.6,150770,34.3,7920,8.6,0,0,142860,45.6
2024-09-26,6347100,30.8,97320,22.1,6970,7.5,0,0,90350,28.8
2024-09-27,6019620,29.2,10950,2.5,4140,4.5,0,0,6810,2.2
2024-09-28,5849220,28.4,3220,0.7,3220,3.5,0,0,0,0
2024-09-29,5832370,28.3,2300,0.5,2300,2.5,0,0,0,0
2024-09-30,6242120,30.3,1840,0.4,1840,2,0,0,0,0
2024-10-01,6399810,31.1,920,0.2,920,1,0,0,0,0
2024-10-02,6210870,30.2,1380,0.3,1380,1.5,0,0,0,0
2024-10-03,6347770,30.8,1380,0.3,1380,1.5,0,0,0,0
2024-10-04,6457980,31.4,1380,0.3,1380,1.5,0,0,0,0
2024-10-05,6770120,32.9,2300,0.5,2300,2.5,0,0,0,0
2024-10-06,7047550,34.2,2300,0.5,2300,2.5,0,0,0,0
2024-10-07,6893230,33.5,4440,1,1840,2,0,0,2610,0.8
2024-10-08,6904470,33.5,1840,0.4,1840,2,0,0,0,0
2024-10-09,6952430,33.8,1840,0.4,1840,2,0,0,0,0
2024-10-10,7248100,35.2,2480,0.6,920,1,0,0,1560,0.5
2024-10-11,7586910,36.9,7660,1.7,920,1,0,0,6750,2.2
2024-10-12,8055400,39.1,24320,5.5,920,1,0,0,23410,7.5
2024-10-13,8224820,39.9,27490,6.3,460,0.5,0,0,27030,8.6
2024-10-14,8420870,40.9,33180,7.5,460,0.5,0,0,32720,10.4
2024-10-15,8740220,42.5,35200,8,460,0.5,0,0,33730,10.8
2024-10-16,9051830,44,35760,8.1,0,0,0,0,35760,11.4
2024-10-17,9169160,44.5,37800,8.6,0,0,0,0,37800,12.1
2024-10-18,8992080,43.7,35750,8.1,0,0,0,0,35750,11.4
2024-10-19,8889610,43.2,5190,1.2,0,0,0,0,5190,1.7
2024-10-20,8843820,43,7250,1.6,0,0,0,0,7250,2.3
2024-10-21,8611910,41.8,7250,1.7,0,0,0,0,7250,2.3
2024-10-22,8214970,39.9,7770,1.8,0,0,0,0,7770,2.5
2024-10-23,8147610,39.6,12960,2.9,0,0,0,0,12960,4.1
2024-10-24,8146440,39.6,16130,3.7,0,0,0,0,16130,5.1
2024-10-25,8046280,39.1,16130,3.7,0,0,0,0,16130,5.1
2024-10-26,7932600,38.5,12950,2.9,0,0,0,0,12950,4.1
2024-10-27,8311050,40.4,2590,0.6,0,0,0,0,2590,0.8
2024-10-28,8399800,40.8,3110,0.7,0,0,0,0,3110,1
2024-10-29,8261300,40.1,2590,0.6,0,0,0,0,2590,0.8
2024-10-30,8066140,39.2,1040,0.2,0,0,0,0,1040,0.3
2024-10-31,7970010,38.7,1560,0.4,0,0,0,0,1560,0.5
2024-11-01,7892090,38.3,2590,0.6,0,0,0,0,2590,0.8
2024-11-02,7873260,38.2,3110,0.7,0,0,0,0,3110,1
2024-11-03,8048960,39.1,3110,0.7,0,0,520,1.9,2590,0.8
2024-11-04,8197090,39.8,3110,0.7,0,0,520,1.9,2590,0.8
2024-11-05,7997530,38.8,1030,0.2,0,0,520,1.9,520,0.2
2024-11-06,7835900,38.1,520,0.1,0,0,520,1.9,0,0
2024-11-07,7850690,38.1,0,0,0,0,0,0,0,0
2024-11-08,7912770,38.4,4150,0.9,0,0,520,1.9,3630,1.2
2024-11-09,8180460,39.7,3630,0.8,0,0,0,0,3630,1.2
2024-11-10,8234560,40,4650,1.1,0,0,520,1.9,4140,1.3
2024-11-11,8341080,40.5,9310,2.1,0,0,1030,3.8,8280,2.6
2024-11-12,8230320,40,18130,4.1,0,0,1030,3.8,17090,5.5
2024-11-13,7920780,38.5,21700,4.9,0,0,1540,5.6,20160,6.4
2024-11-14,7657570,37.2,19650,4.5,0,0,1540,5.6,18100,5.8
2024-11-15,7396140,35.9,13470,3.1,0,0,1030,3.8,12440,4
2024-11-16,6947580,33.7,8790,2,0,0,1030,3.8,7760,2.5
2024-11-17,6708330,32.6,6720,1.5,0,0,0,0,6720,2.1
2024-11-18,6596520,32,9310,2.1,0,0,0,0,9310,3
2024-11-19,6695380,32.5,6210,1.4,0,0,0,0,6210,2
2024-11-20,6890680,33.5,0,0,0,0,0,0,0,0
2024-11-21,7177380,34.9,0,0,0,0,0,0,0,0
2024-11-22,7377730,35.8,0,0,0,0,0,0,0,0
2024-11-23,7547810,36.7,0,0,0,0,0,0,0,0
2024-11-24,7421820,36,0,0,0,0,0,0,0,0
2024-11-25,7634540,37.1,0,0,0,0,0,0,0,0
2024-11-26,7865140,38.2,0,0,0,0,0,0,0,0
2024-11-27,8122000,39.4,0,0,0,0,0,0,0,0
2024-11-28,8252390,40.1,0,0,0,0,0,0,0,0
2024-11-29,8348690,40.6,0,0,0,0,0,0,0,0
2024-11-30,8421710,40.9,0,0,0,0,0,0,0,0
2024-12-01,8776640,42.6,0,0,0,0,0,0,0,0
2024-12-02,9165010,44.5,0,0,0,0,0,0,0,0
2024-12-03,9168930,44.5,0,0,0,0,0,0,0,0
2024-12-04,9219690,44.8,0,0,0,0,0,0,0,0
2024-12-05,9266330,45,0,0,0,0,0,0,0,0
2024-12-06,9055030,44,0,0,0,0,0,0,0,0
2024-12-07,8803630,42.8,0,0,0,0,0,0,0,0
2024-12-08,8836900,42.9,0,0,0,0,0,0,0,0
2024-12-09,9160890,44.5,0,0,0,0,0,0,0,0
2024-12-10,9409810,45.7,0,0,0,0,0,0,0,0
2024-12-11,9418890,45.7,0,0,0,0,0,0,0,0
2024-12-12,9414390,45.7,0,0,0,0,0,0,0,0
2024-12-13,9321000,45.3,0,0,0,0,0,0,0,0
2024-12-14,8925140,43.4,0,0,0,0,0,0,0,0
2024-12-15,8746730,42.5,0,0,0,0,0,0,0,0
2024-12-16,9061460,44,0,0,0,0,0,0,0,0
2024-12-17,9092940,44.2,510,0.1,0,0,0,0,0,0
2024-12-18,9190730,44.6,510,0.1,0,0,0,0,0,0
2024-12-19,9103500,44.2,510,0.1,0,0,0,0,0,0
2024-12-20,8883710,43.1,1520,0.3,0,0,0,0,0,0
2024-12-21,8616400,41.9,4540,1,490,0.5,510,1.9,0,0
2024-12-22,8344000,40.5,4470,1,2440,2.6,510,1.9,0,0
2024-12-23,8202440,39.8,7490,1.7,980,1.1,1030,3.7,1940,0.6
2024-12-24,8168440,39.7,11400,2.6,2920,3.2,1540,5.6,2900,0.9
2024-12-25,8245930,40.1,11880,2.7,1950,2.1,1540,5.6,4360,1.4
2024-12-26,8361500,40.6,12790,2.9,980,1.1,1540,5.6,6240,2
2024-12-27,8232890,40,17580,4,2930,3.2,2570,9.4,10070,3.2
2024-12-28,8244020,40,21490,4.9,2440,2.6,3060,11.2,12970,4.1
2024-12-29,8337530,40.5,27480,6.3,2440,2.6,6650,24.3,14860,4.7
2024-12-30,8432780,41,29570,6.7,4830,5.2,8180,29.8,13530,4.3
